Baustellen_ID,Baustellenart,Baustellentyp,Beginn,Ende,Seite Sperrung,Icon,Beschreibung,Koordinaten
145,Sperrung,Vollsperrung,09.10.2023 07:00,20.12.2024 17:00,Beidseitig,sperrung,"Leitungsbauarbeiten, Vollsperrung für Kfz-Verkehr","GEOMETRYCOLLECTION(POINT(13.272477193546065 52.51328836718057), LINESTRING(13.268496959577769 52.51398799810857, 13.268659969213907 52.513953969039804, 13.26949802484809 52.513802049404525, 13.26994794472966 52.513719975483404, 13.27038303416052 52.513643976924634, 13.27125394154211 52.51349207558665, 13.272051996540311 52.51334503814021, 13.273067981604646 52.51316494174683, 13.27446702582903 52.51291597645716, 13.275379949302602 52.51276294931346, 13.276573966743129 52.51259701655048, 13.27669891853843 52.512605040504155), LINESTRING(13.27669891853843 52.512605040504155, 13.276573966743129 52.51259701655048, 13.275379949302602 52.51276294931346, 13.27446702582903 52.51291597645716, 13.273067981604646 52.51316494174683, 13.272051996540311 52.51334503814021, 13.27125394154211 52.51349207558665, 13.27038303416052 52.513643976924634, 13.26994794472966 52.513719975483404, 13.26949802484809 52.513802049404525, 13.268659969213907 52.513953969039804, 13.268496959577769 52.51398799810857))"
146,Baustelle,keine Sperrung,06.10.2023 10:00,23.02.2024 17:00,Einseitig,baustelle,"Leitungsbauarbeiten, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.515237486745459 52.567077036688545), LINESTRING(13.512980089700102 52.56621105570902, 13.514352035799245 52.56674201918613, 13.515009041519193 52.56701801049168, 13.515247921263917 52.567087988667176))"
147,Baustelle,keine Sperrung,06.10.2023 07:00,14.03.2024 17:00,Einseitig,baustelle,"Gasleitungsarbeiten, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.217127922397468 52.52712260380155), LINESTRING(13.222500067558379 52.528738010234335, 13.2224690846332 52.528734937360426, 13.222232947445319 52.52870108941149, 13.221873091357603 52.528646050754354, 13.221632017701864 52.52860304623757, 13.221234063199947 52.52852405574764, 13.220727000424109 52.52839801745248, 13.220232998232932 52.528258956229415, 13.219836911555678 52.52812298441579, 13.21947092914466 52.527989981796026, 13.219204052554396 52.52787798060203, 13.218873106669347 52.527739029652494, 13.218246066367634 52.52747801382899, 13.21796400262454 52.52735894773898, 13.217801944680373 52.527298063765215, 13.21758607110501 52.52723007505892, 13.217398020065831 52.52717401392882, 13.217059959857876 52.527069027595935, 13.216902956634664 52.52702898839033, 13.216770995912343 52.52700398215112, 13.21651490360977 52.52694995124104, 13.216241935853517 52.52690492640452, 13.216160078592532 52.52689497088422, 13.215929035442997 52.52688492402388))"
148,Baustelle,keine Sperrung,05.10.2023 10:00,21.03.2024 17:00,Beidseitig,baustelle,"Leitungsbau, Fahrbahn auf zwei Fahrstreifen je Richtung verengt und verschwenkt","GEOMETRYCOLLECTION(POINT(13.497798349943679 52.464694046939464), LINESTRING(13.495535034116246 52.466266948125806, 13.495560935169559 52.46624992488217, 13.496041040516182 52.46592902672025, 13.496419024836934 52.46569305250365, 13.496975102621509 52.46528500419181, 13.497257018435278 52.46504699723677, 13.497579934662099 52.464798001924414, 13.49904799274362 52.46379103382154, 13.500783948437325 52.462622008780706, 13.501351981065081 52.462254011856636, 13.501728911040807 52.462029965561555, 13.502113928450534 52.46178003639971, 13.502696929945776 52.46140404081444, 13.503473940398264 52.46089302447699, 13.50370408843248 52.4607299618888), LINESTRING(13.50370408843248 52.4607299618888, 13.503473940398264 52.46089302447699, 13.502696929945776 52.46140404081444, 13.502113928450534 52.46178003639971, 13.501728911040807 52.462029965561555, 13.501351981065081 52.462254011856636, 13.500783948437325 52.462622008780706, 13.49904799274362 52.46379103382154, 13.497579934662099 52.464798001924414, 13.497257018435278 52.46504699723677, 13.496975102621509 52.46528500419181, 13.496419024836934 52.46569305250365, 13.496041040516182 52.46592902672025, 13.495560935169559 52.46624992488217, 13.495535034116246 52.466266948125806))"
149,Sperrung,Vollsperrung,05.10.2023 07:00,31.08.2025 17:00,Beidseitig,sperrung,"Leitungsbau der Wasserbetriebe, Vollsperrung für Fuß- und Radverkehr (Mo - Fr von 06 - 18 Uhr) , Umleitung ausgewiesen",POINT(13.229038705433922 52.464057004621715)
150,,keine Sperrung,04.10.2023 07:00,23.02.2024 17:00,Beidseitig,warnung,"Fernwärmebaustelle, Fahrbahn jeweils auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.329815480649138 52.48706887666549), LINESTRING(13.328782025565983 52.486894990628635, 13.328957981810241 52.48693901576635, 13.329369995574995 52.48702296892524, 13.329721033426148 52.487106958783656, 13.330579978859298 52.487266989284464, 13.330817002040598 52.48729703797656), LINESTRING(13.330817002040598 52.48729703797656, 13.330579978859298 52.487266989284464, 13.329721033426148 52.487106958783656, 13.329369995574995 52.48702296892524, 13.328957981810241 52.48693901576635, 13.328782025565983 52.486894990628635))"
151,Baustelle,keine Sperrung,04.10.2023 07:00,13.03.2024 17:00,Beidseitig,baustelle,"Stromnetzarbeiten, Fahrbahn auf einen Fahrstreifen verengt. Die Georg-Wilhelm-Straße (Henriettenplatz) ist vom Kurfürstendamm abgehängt.","GEOMETRYCOLLECTION(POINT(13.290205380067938 52.49701180545322), LINESTRING(13.289733095878177 52.49690200594683, 13.290129968470895 52.49699702581525, 13.290329957703113 52.49703300395822, 13.291331077204505 52.49721695256779), LINESTRING(13.291331077204505 52.49721695256779, 13.290329957703113 52.49703300395822, 13.290129968470895 52.49699702581525, 13.289733095878177 52.49690200594683))"
152,Baustelle,keine Sperrung,29.09.2023 14:00,03.05.2024 17:00,Beidseitig,baustelle,"Hochbaustelle, eine Baustellenampel regelt den Verkehr","GEOMETRYCOLLECTION(POINT(13.570571019111725 52.44049723265583), LINESTRING(13.569740938520791 52.441962026670296, 13.570284051475957 52.44105600816574, 13.570614989220793 52.44044996969169, 13.570982963467001 52.43977209022661, 13.57135593276651 52.43899402028427, 13.571599974628006 52.438480974968854, 13.571670976917758 52.43827800664039, 13.571699123501949 52.43813098410578, 13.57170308319246 52.43809497801642), LINESTRING(13.57170308319246 52.43809497801642, 13.571699123501949 52.43813098410578, 13.571670976917758 52.43827800664039, 13.571599974628006 52.438480974968854, 13.57135593276651 52.43899402028427, 13.570982963467001 52.43977209022661, 13.570614989220793 52.44044996969169, 13.570284051475957 52.44105600816574, 13.569740938520791 52.441962026670296))"
153,Baustelle,keine Sperrung,28.09.2023 08:00,01.03.2024 17:00,Beidseitig,baustelle,"Straßenbauarbeiten, Fahrbahn auf jeweils einen Fahrstreifen verengt, Einfahrt Hirtestraße für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.58306207534445 52.46242025333013), LINESTRING(13.582432976419538 52.46166698626711, 13.582948019211878 52.462281036892236, 13.583614039769985 52.46305297626144, 13.58370691966048 52.46315397801846), LINESTRING(13.58370691966048 52.46315397801846, 13.583614039769985 52.46305297626144, 13.582948019211878 52.462281036892236, 13.582432976419538 52.46166698626711))"
154,Baustelle,keine Sperrung,26.09.2023 16:00,15.03.2024 17:00,Einseitig,baustelle,"Neubau der Ampelanlagen, Fahrbahn auf jeweils einen Fahrstreifen verengt, Staugefahr","GEOMETRYCOLLECTION(POINT(13.428004023065235 52.517977669668774), POINT(13.428561306565099 52.51916656292647), LINESTRING(13.428756010198539 52.51947995981711, 13.428537894702846 52.51902499398242, 13.428503034587095 52.51889497015631), LINESTRING(13.426504970599947 52.51583996462105, 13.427225094647333 52.51671402745558, 13.427817090311795 52.517710010123466, 13.428088997727532 52.518172974797515))"
155,Baustelle,keine Sperrung,26.09.2023 16:00,15.03.2024 17:00,Einseitig,baustelle,"Neubau der Ampelanlagen, Fahrbahn auf zwei Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.42892129083444 52.51872153681859), LINESTRING(13.428503034587095 52.51889497015631, 13.42819494245367 52.51891695210303, 13.427921028020107 52.51889398257542, 13.42777591123589 52.51885096547553, 13.42759211058218 52.51871905223423, 13.427571896484112 52.51866600621484, 13.427562969734131 52.51859404918014, 13.427611050429793 52.518456945361, 13.427716086263372 52.518351077946264, 13.42790306602288 52.51823703838748, 13.428088997727532 52.518172974797515, 13.42836711878468 52.51814403162416, 13.428527070339992 52.51814300911236, 13.428677983237886 52.51816398431524, 13.428830954239286 52.51821402770926, 13.428932056565134 52.51827201364621, 13.429012100305398 52.51837908071762, 13.429023978359485 52.51854602218384, 13.428991875365464 52.51863199985174, 13.428910023215773 52.518716058244266, 13.42873706877766 52.51881706879493, 13.428503034587095 52.51889497015631))"
156,Sperrung,Vollsperrung,25.09.2023 07:00,18.09.2024 17:00,Beidseitig,sperrung,"Neubau Fernwärmeleitungen, Vollsperrung für den Kfz-Verkehr",POINT(13.34803921029993 52.53894061808777)
157,Baustelle,keine Sperrung,25.09.2023 06:00,31.03.2024 17:00,Einseitig,baustelle,"Gehwegarbeiten, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.421818245376098 52.49915110873305), LINESTRING(13.422289089922273 52.49910999269189, 13.42016709610342 52.499092015122244, 13.419583010870697 52.4990700081125, 13.418715996622518 52.499054017221304))"
158,Baustelle,keine Sperrung,17.09.2023 16:00,30.04.2024 17:00,Einseitig,baustelle,"Baustelle Hochbau, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.323029815895707 52.49351598391204), LINESTRING(13.323613942998959 52.493669020401335, 13.32190001073979 52.493000051085204, 13.321743050156556 52.49294801317458))"
159,Sperrung,Fahrtrichtungssperrung,13.09.2023 07:00,01.03.2024 17:00,Einseitig,sperrung,"Leitungsarbeiten, Fahrtrichtung für den Kfz-Verkehr gesperrt. Im Anschluss folgen weitere Arbeiten.","GEOMETRYCOLLECTION(POINT(13.55944472834909 52.53382732336939), LINESTRING(13.559128069322732 52.53285103175658, 13.559538928275572 52.53407303834029))"
160,Baustelle,keine Sperrung,11.09.2023 08:00,07.06.2024 17:00,Beidseitig,baustelle,"Gasleitungsbau, Gegenverkehrsregelung mit Baustellenampel",POINT(13.443878064632166 52.57230784824658)
161,Bauarbeiten,,08.09.2023 07:00,23.02.2024 23:59,,baustelle,"Baustelle, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.514671199998975 52.56674203864303), LINESTRING(13.514671199998975 52.56674203864303, 13.514769999998974 52.566780038642975, 13.515349999998971 52.56700003864276))"
162,Baustelle,keine Sperrung,06.09.2023 07:00,29.02.2024 17:00,Einseitig,baustelle,"Arbeiten am Notausgang des U-Bf, Fahrbahn jeweils auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.489979417251975 52.42000736635627), LINESTRING(13.493509926486828 52.41732898975358, 13.493471100469634 52.417355018760446, 13.492007036041683 52.41846806373436, 13.490671077832001 52.419475012831356, 13.490242991217453 52.41979799202182, 13.489971041857224 52.42001003572624), LINESTRING(13.48918893190449 52.4207299418909, 13.489306947586096 52.420603056918594, 13.489548989623346 52.4203669859982, 13.489728937734954 52.42020501732633, 13.489873050139092 52.42008898477473, 13.489971041857224 52.42001003572624))"
163,Fahrstreifensperrung,keine Sperrung,05.09.2023 07:20,05.09.2025 23:59,,warnung,"Fahrbahn auf einen Fahrstreifen verengt, geänderte Verkehrsführung im Baustellenbereich","GEOMETRYCOLLECTION(POINT(13.367219999998643 52.52237003869034), LINESTRING(13.367219999998643 52.52237003869034, 13.367589999998645 52.52232003869041, 13.367789999998642 52.52229003869045, 13.367909999998643 52.52228003869046, 13.368069999998648 52.52228003869044))"
164,Baustelle,,04.09.2023 13:55,13.05.2024 23:59,Einseitig,baustelle,"linker Fahrstreifen gesperrt, Baustelle, bis 13.05.2024","GEOMETRYCOLLECTION(POINT(13.310580000000002 52.56806), LINESTRING(13.310580000000002 52.56806, 13.31056 52.56795999999999, 13.310500000000001 52.56775999999999, 13.310460000000003 52.56758, 13.31042 52.56737, 13.31039 52.56711, 13.31036 52.56681, 13.31032 52.56645, 13.31026 52.56603, 13.31024 52.56567999999999, 13.31024 52.56543999999999, 13.31029 52.565349999999995, 13.31036 52.565250000000006, 13.310440000000002 52.56515999999999, 13.31051 52.5651, 13.31066 52.56500999999999, 13.31091 52.56491999999999, 13.31131 52.56482, 13.31197 52.56469, 13.31267 52.56454999999999, 13.31319 52.564449999999994, 13.313390000000002 52.56441999999999, 13.31375 52.56438000000001, 13.31388 52.56436999999999, 13.3146402 52.564159700000005))"
165,Sperrung,,01.09.2023 07:00,19.12.2024 23:59,,sperrung,wegen Baustelle gesperrt,"GEOMETRYCOLLECTION(POINT(13.434499999998808 52.4792600387361), LINESTRING(13.434499999998808 52.4792600387361, 13.432520199998802 52.47902003873637))"
166,Sperrung,Vollsperrung,28.08.2023 16:30,11.04.2024 17:00,Beidseitig,sperrung,"Gleisbauarbeiten, gesamter Kreuzungsbereich gesperrt","GEOMETRYCOLLECTION(POINT(13.514089889993096 52.46240041888711), LINESTRING(13.51261400955435 52.459202028735184, 13.51265703536682 52.45928798465478, 13.51283299808821 52.459643994580944, 13.513249958700221 52.46052298536213, 13.513298014227606 52.4606170062628, 13.513377974047426 52.460816982869005, 13.513585056537003 52.461272014281946, 13.513736007397561 52.461580055870336, 13.513908075671187 52.461956065025646, 13.514077001306608 52.46233805839732, 13.514087050688893 52.46243303998593), LINESTRING(13.514087050688893 52.46243303998593, 13.514077001306608 52.46233805839732, 13.513908075671187 52.461956065025646, 13.513736007397561 52.461580055870336, 13.513585056537003 52.461272014281946, 13.513377974047426 52.460816982869005, 13.513298014227606 52.4606170062628, 13.513249958700221 52.46052298536213, 13.51283299808821 52.459643994580944, 13.51265703536682 52.45928798465478, 13.51261400955435 52.459202028735184))"
167,Sperrung,Fahrtrichtungssperrung,24.08.2023 12:27,31.08.2025 17:00,Beidseitig,sperrung,"Baustelle, Sackgasse",POINT(13.37461748383943 52.53557377886625)
168,Baustelle,keine Sperrung,24.08.2023 09:30,01.03.2024 17:00,Einseitig,baustelle,"Baustelle, nur ein Fahrstreifen frei. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.240151983679926 52.44273304231513), LINESTRING(13.240151983679926 52.44273304231513, 13.240197920980703 52.44279504716016, 13.240442993086166 52.44305503832361, 13.240760009404191 52.44336699054513, 13.241848071882558 52.444399018818615))"
169,Baustelle,keine Sperrung,24.08.2023 08:00,05.04.2024 17:00,Beidseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen je Richtung verengt und verschwenkt. Anbindung Karwendelstraße für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.313262497819727 52.43544405347695), LINESTRING(13.313337004090423 52.43539901801879, 13.313251896593385 52.435297011524725, 13.3128159870405 52.43476597027294, 13.312399097424603 52.434287977675865, 13.312012964481658 52.43385996466096, 13.311327995247664 52.43309905063324, 13.310376117944086 52.43205199157387, 13.30983188965328 52.43147407445557, 13.309691097963366 52.431339979456595), LINESTRING(13.314264046365697 52.43676506823797, 13.314100037919392 52.436402089268384, 13.314014088977425 52.43621798091698, 13.31392394926785 52.43608200602811, 13.31379906288334 52.435939061795565, 13.313585987551473 52.43574396888161, 13.313337930258864 52.43552499918124, 13.313306003637278 52.43547500172333, 13.313337004090423 52.43539901801879, 13.313620984919897 52.43530901998803, 13.314318014337127 52.43509291890713, 13.316223014471484 52.4345359900396), LINESTRING(13.309691097963366 52.431339979456595, 13.30983188965328 52.43147407445557, 13.310376117944086 52.43205199157387, 13.311327995247664 52.43309905063324, 13.312012964481658 52.43385996466096, 13.312399097424603 52.434287977675865, 13.3128159870405 52.43476597027294, 13.313251896593385 52.435297011524725, 13.313337004090423 52.43539901801879, 13.3134680032281 52.43542804043096, 13.313695906600291 52.435673966016545, 13.313942926502373 52.43592403000476, 13.314207927743796 52.436181003385954, 13.31436502269675 52.43630498518965, 13.314772997792158 52.43658197810054, 13.314955969686137 52.43671801659448, 13.315292903268325 52.43723001635802, 13.315681053924191 52.43784200845826))"
170,Baustelle,keine Sperrung,22.08.2023 07:00,17.02.2024 17:00,Einseitig,baustelle,"Arbeiten an Entwässerungsanlagen, Fahrbahnverengung. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.267231978681417 52.409780202294044), LINESTRING(13.26716296292052 52.41044607096876, 13.267258089356627 52.40978596972901, 13.267335941171693 52.40958903085923, 13.267389081688968 52.409216038154916, 13.26739489444095 52.40904897360297, 13.267380052867678 52.40896999156109))"
171,Sperrung,Vollsperrung,21.08.2023 13:35,28.04.2024 17:00,Beidseitig,sperrung,"Baustelle, Vollsperrung für Kfz-Verkehr","GEOMETRYCOLLECTION(POINT(13.51501762886999 52.422339533650764), LINESTRING(13.514482928448505 52.423827012248886, 13.514531981081227 52.42367594904317, 13.51511799401153 52.42214601542235, 13.515619007777792 52.420894993902984, 13.515675044701693 52.420851011784094), LINESTRING(13.515675044701693 52.420851011784094, 13.515619007777792 52.420894993902984, 13.51511799401153 52.42214601542235, 13.514531981081227 52.42367594904317, 13.514482928448505 52.423827012248886))"
172,Bauarbeiten,keine Sperrung,18.08.2023 08:00,29.03.2024 17:00,Einseitig,baustelle,"Radwegbau, Fahrbahn auf einen Fahrstreifen verengt, Anbindung Koppenstraße gesperrt","GEOMETRYCOLLECTION(POINT(13.436147591253611 52.51761101557408), LINESTRING(13.432949956527711 52.51792501059373, 13.43309098272086 52.517909075895176, 13.433855045261595 52.517830000073054, 13.434311941940743 52.51780098143102, 13.434653056486775 52.51776602381949, 13.436448033714134 52.51757603876315))"
173,Baustelle,keine Sperrung,16.08.2023 13:00,29.02.2024 17:00,Beidseitig,baustelle,"Erdgasleitungssanierung, Gegenverkehrsregelung durch Baustellenampel, Anbindung Weinmeisterhornweg für Kfz-Verkehr gesperrt,  Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.172174008079082 52.51162327039336), LINESTRING(13.169885002726485 52.509551973256244, 13.170155967025865 52.509716030923975, 13.170353017401801 52.50986797543773, 13.17064897205908 52.51014004501824, 13.171031943187 52.510485030289324, 13.17132894450608 52.51075693444279, 13.171419983169146 52.51084295025182, 13.171434010190065 52.510891990133615, 13.171485073630151 52.510946997241646, 13.171587932666025 52.51101098694279, 13.1717349882322 52.51112502209545, 13.17173908308904 52.51117193035406, 13.171755055355918 52.51119897142304, 13.172087031290792 52.511508997914355, 13.17239403085683 52.5117959793911, 13.172672921073959 52.51204305383131, 13.173057995348799 52.512362978836194, 13.173569949979752 52.512764974269615, 13.174034951925403 52.51311598110993, 13.174383964975833 52.5133890396078, 13.174730118272088 52.51365297165312, 13.174833904926688 52.51374106956723), LINESTRING(13.174833904926688 52.51374106956723, 13.174730118272088 52.51365297165312, 13.174383964975833 52.5133890396078, 13.174034951925403 52.51311598110993, 13.173569949979752 52.512764974269615, 13.173057995348799 52.512362978836194, 13.172672921073959 52.51204305383131, 13.17239403085683 52.5117959793911, 13.172087031290792 52.511508997914355, 13.171755055355918 52.51119897142304, 13.17173908308904 52.51117193035406, 13.1717349882322 52.51112502209545, 13.171587932666025 52.51101098694279, 13.171485073630151 52.510946997241646, 13.171434010190065 52.510891990133615, 13.171419983169146 52.51084295025182, 13.17132894450608 52.51075693444279, 13.171031943187 52.510485030289324, 13.17064897205908 52.51014004501824, 13.170353017401801 52.50986797543773, 13.170155967025865 52.509716030923975, 13.169885002726485 52.509551973256244))"
174,Baustelle,keine Sperrung,15.08.2023 07:00,29.03.2024 17:00,Einseitig,baustelle,"Leitungsarbeiten, Fahrbahn teilweise auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.348362037158278 52.4818070296994), LINESTRING(13.348362037158278 52.4818070296994, 13.349848951229163 52.481151016215335, 13.350520941803406 52.48087096293023, 13.351680051368385 52.48035897917019, 13.352179952535872 52.48012399173767, 13.353034940793352 52.47973003774387, 13.353101040255694 52.47969903940206, 13.354001117933363 52.479008008327796, 13.355081011186947 52.478221017871576))"
175,Baustelle,keine Sperrung,14.08.2023 07:00,31.05.2024 17:00,Beidseitig,baustelle,"Leitungsarbeiten, Fahrbahn verengt und verschwenkt.","GEOMETRYCOLLECTION(POINT(13.434908869350009 52.4612986302266), LINESTRING(13.435063966827204 52.46089401942823, 13.43493802414067 52.46129497488944, 13.434817088130451 52.46156301790667, 13.434701002237551 52.46191006695812, 13.43468012806093 52.46201300864927), LINESTRING(13.43468012806093 52.46201300864927, 13.434701002237551 52.46191006695812, 13.434817088130451 52.46156301790667, 13.43493802414067 52.46129497488944, 13.435063966827204 52.46089401942823))"
176,Baustelle,keine Sperrung,08.08.2023 07:00,21.04.2024 17:00,Beidseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen je Richtung verengt. Die Wegenerstraße ist von der Berliner Allee abgehängt (Sackgasse). Das Linksabbiegen in die Indira-Gandhi-Straße (von der Berliner Straße aus Richtung Buschallee kommend) ist nicht möglich. Hierfür ist eine Umleitung ab Buschallee über Hansastraße eingerichtet. Aus der Buschallee kann nur rechts (Ri. stadtauswärts) abgebogen werden.","GEOMETRYCOLLECTION(POINT(13.46662376527221 52.55253354879343), LINESTRING(13.465445977908608 52.55194504459906, 13.465942958016724 52.55215495172444, 13.466206909224542 52.55228397580692, 13.466387943104264 52.552384053081695, 13.466545937220022 52.552485000422266, 13.466714988002604 52.55261998664558, 13.466806009343808 52.55270001626716, 13.46687899350697 52.55277702500565, 13.46693800927395 52.55285699961784, 13.467008033281983 52.55294700680838, 13.46704496134019 52.55300898313784, 13.467342998250531 52.553595006339116, 13.467383966217403 52.553684996703446, 13.467432986405244 52.553764032441386, 13.467501073583795 52.55389699096024), LINESTRING(13.467501073583795 52.55389699096024, 13.467432986405244 52.553764032441386, 13.467383966217403 52.553684996703446, 13.467342998250531 52.553595006339116, 13.46704496134019 52.55300898313784, 13.467008033281983 52.55294700680838, 13.46693800927395 52.55285699961784, 13.46687899350697 52.55277702500565, 13.466806009343808 52.55270001626716, 13.466714988002604 52.55261998664558, 13.466545937220022 52.552485000422266, 13.466387943104264 52.552384053081695, 13.466206909224542 52.55228397580692, 13.465942958016724 52.55215495172444, 13.465445977908608 52.55194504459906))"
177,Baustelle,keine Sperrung,07.08.2023 07:00,31.07.2024 17:00,Beidseitig,baustelle,"Leitungsbau, Fahrbahn jeweils auf einen Fahrstreifen verengt und verschwenkt. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.434992909299515 52.42878846306805), LINESTRING(13.434948958823187 52.430257002136734, 13.43493792145772 52.43006201765641, 13.434935919085627 52.42988603419942, 13.434979054723438 52.42928293885036, 13.435001023693777 52.42869601707523, 13.435024977602792 52.42802397523371, 13.435046015417958 52.42750897030168), LINESTRING(13.435046015417958 52.42750897030168, 13.435024977602792 52.42802397523371, 13.435001023693777 52.42869601707523, 13.434979054723438 52.42928293885036, 13.434935919085627 52.42988603419942, 13.43493792145772 52.43006201765641, 13.434948958823187 52.430257002136734))"
178,Sperrung,Vollsperrung,02.08.2023 06:54,31.12.2024 23:59,Einseitig,sperrung,"Auffahrt gesperrt, Bauarbeiten","GEOMETRYCOLLECTION(POINT(13.4562 52.46570000000001), LINESTRING(13.4562 52.46570000000001, 13.45628 52.46556999999999, 13.456380000000001 52.465459999999986, 13.45651 52.46533999999999, 13.4567 52.46518, 13.45673 52.465109999999996, 13.4567 52.46505, 13.456550000000002 52.46496, 13.4564 52.46487999999999, 13.45618 52.46477000000001, 13.455770000000001 52.46457999999999, 13.45557 52.464499999999994, 13.455260000000003 52.46439000000001, 13.45501 52.46432, 13.45475 52.464259999999996, 13.45449 52.46420999999999, 13.45412 52.46416, 13.45384 52.46414, 13.45354 52.46412999999999, 13.45315 52.46413, 13.45288 52.46413999999999, 13.45222 52.46414, 13.45193 52.464130000000004, 13.451610000000002 52.46411, 13.45129 52.46408, 13.45086 52.46401999999999, 13.45009 52.46383999999999, 13.4500874 52.46383939999999))"
179,Sperrung,,02.08.2023 06:54,31.12.2024 23:59,Einseitig,sperrung,"gesperrt, Bauarbeiten, bis voraussichtlich 31.12.2024, Die Überleitung A100 Neukölln zur A113 Schönefeld ist offen","GEOMETRYCOLLECTION(POINT(13.4562 52.46570000000001), LINESTRING(13.4562 52.46570000000001, 13.45635 52.46560999999999, 13.45647 52.46547999999999, 13.4565 52.46535, 13.45647 52.46525, 13.45643 52.465199999999996, 13.45632 52.46511, 13.45614 52.464999999999996, 13.45599 52.46470000000001, 13.45582 52.46463, 13.45555 52.46451, 13.45543 52.46445, 13.45516 52.46436, 13.45475 52.464259999999996, 13.454340000000002 52.46418999999998, 13.454 52.46415, 13.45384 52.46414, 13.45354 52.46412999999999, 13.45315 52.46413, 13.45288 52.46413999999999, 13.45222 52.46414, 13.45193 52.464130000000004, 13.451610000000002 52.46411, 13.45129 52.46408, 13.45086 52.46401999999999, 13.45009 52.46383999999999, 13.450086600000002 52.4638392))"
180,Sperrung,Vollsperrung,02.08.2023 06:52,31.12.2024 23:59,Einseitig,sperrung,"Ausfahrt gesperrt, Bauarbeiten","GEOMETRYCOLLECTION(POINT(13.449935200000002 52.46356719999999), LINESTRING(13.449935200000002 52.46356719999999, 13.45005 52.46358, 13.450390000000002 52.46363, 13.45083 52.46367, 13.45122 52.46369, 13.45153 52.46369, 13.45207 52.46371, 13.452650000000002 52.46374, 13.45295 52.46376999999999, 13.45327 52.46381000000001, 13.45364 52.46386, 13.45415 52.46397000000001, 13.45458 52.46407, 13.4549 52.46415999999999, 13.4552 52.46427, 13.455780000000003 52.464499999999994, 13.45598 52.464589999999994, 13.45619 52.46464, 13.45683 52.46461, 13.4569437 52.464650899999995))"
181,Sperrung,,01.08.2023 13:01,31.12.2024 23:59,Einseitig,sperrung,"gesperrt, Bauarbeiten, bis voraussichtlich 31.12.2024, AS Grenzallee",POINT(13.4567653 52.46499380000001)
182,Baustelle,keine Sperrung,01.08.2023 07:00,30.04.2024 17:00,Einseitig,baustelle,"Sanierung Hochbau, Fahrbahn auf zwei Fahrstreifen verengt, Linksabbiegen in die Friedrichstraße Richtung Kreuzberg nicht möglich","GEOMETRYCOLLECTION(POINT(13.390014739861494 52.51040638191315), LINESTRING(13.391826992177888 52.510478985377596, 13.391644045269205 52.51048495027597, 13.391509904688764 52.51047800185139, 13.391119018568457 52.510447961787015, 13.390963028677097 52.51042597024315, 13.390783976992642 52.5104019565311, 13.390184057226012 52.51036592330199, 13.389907011788722 52.51035397166892))"
183,Sperrung,Vollsperrung,01.08.2023 07:00,02.01.2025 17:00,Beidseitig,sperrung,"Instandsetzung Tunneldecke U2, Vollsperrung für Kfz-Verkehr",POINT(13.41328562184782 52.53254649743052)
